M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
14187,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7751,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7751,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7751,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7751,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7751,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7751,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8131,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8131,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8131,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8131,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8131,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8131,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7948,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7948,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7948,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7948,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7948,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7948,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7761,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7761,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7761,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7761,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7761,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7761,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
13,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
13,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
13,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
13,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
13,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
13,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
13,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
12,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
12,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
12,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
12,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
12,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
12,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
12,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
11,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
11,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
11,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
11,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
11,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
11,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
11,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
10,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
10,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
10,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
10,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
10,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
10,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
10,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
9,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
9,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
9,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
9,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
9,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
9,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
9,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
8,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
7,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
6,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
4,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
4,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
4,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
4,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
4,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
4,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
4,200064,6144,False,torch.bfloat16,torch.bfloat16,False,False
3,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
3,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
3,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
3,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
3,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
3,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
